# Dend2 Dend3   Potential
1.200000000000000000e+01 1.900000000000000000e+01 2.967070384366994418e+01
1.200000000000000000e+01 2.000000000000000000e+01 2.982904798966945492e+01
1.200000000000000000e+01 2.100000000000000000e+01 2.996922172731975920e+01
1.200000000000000000e+01 2.200000000000000000e+01 3.009359315015591108e+01
1.200000000000000000e+01 2.300000000000000000e+01 3.020767597811636307e+01
1.200000000000000000e+01 2.400000000000000000e+01 3.031140628087558753e+01
1.200000000000000000e+01 2.500000000000000000e+01 3.040582218944432924e+01
1.200000000000000000e+01 2.600000000000000000e+01 3.048985918297962172e+01
1.200000000000000000e+01 2.700000000000000000e+01 3.056976003520406238e+01
1.200000000000000000e+01 2.800000000000000000e+01 3.064380245027472682e+01
1.200000000000000000e+01 2.900000000000000000e+01 3.071171092372458844e+01
1.300000000000000000e+01 0.000000000000000000e+00 -6.387786264554601701e+01
1.300000000000000000e+01 1.000000000000000000e+00 -6.293643408115197957e+01
1.300000000000000000e+01 2.000000000000000000e+00 -6.199335640594751595e+01
1.300000000000000000e+01 3.000000000000000000e+00 -6.102204177573645438e+01
1.300000000000000000e+01 4.000000000000000000e+00 -5.997874131820682209e+01
1.300000000000000000e+01 5.000000000000000000e+00 -5.876500098673193406e+01
1.300000000000000000e+01 6.000000000000000000e+00 -5.705933537967447222e+01
1.300000000000000000e+01 7.000000000000000000e+00 1.854921788734871768e+01
1.300000000000000000e+01 8.000000000000000000e+00 2.376527767633994870e+01
1.300000000000000000e+01 9.000000000000000000e+00 2.554442201900310394e+01
1.300000000000000000e+01 1.000000000000000000e+01 2.660213647532408032e+01
1.300000000000000000e+01 1.100000000000000000e+01 2.733573690841630466e+01
1.300000000000000000e+01 1.200000000000000000e+01 2.789176257846432350e+01
1.300000000000000000e+01 1.300000000000000000e+01 2.832625811529464599e+01
1.300000000000000000e+01 1.400000000000000000e+01 2.868295156501686094e+01
1.300000000000000000e+01 1.500000000000000000e+01 2.898123729910904345e+01
1.300000000000000000e+01 1.600000000000000000e+01 2.923342069811481281e+01
1.300000000000000000e+01 1.700000000000000000e+01 2.945119359317683916e+01
1.300000000000000000e+01 1.800000000000000000e+01 2.963871887708818420e+01
1.300000000000000000e+01 1.900000000000000000e+01 2.980705567597181016e+01
1.300000000000000000e+01 2.000000000000000000e+01 2.995675800483667217e+01
1.300000000000000000e+01 2.100000000000000000e+01 3.009020043491995722e+01
1.300000000000000000e+01 2.200000000000000000e+01 3.020716918713830168e+01
1.300000000000000000e+01 2.300000000000000000e+01 3.031784746119819118e+01
1.300000000000000000e+01 2.400000000000000000e+01 3.041541343431732969e+01
1.300000000000000000e+01 2.500000000000000000e+01 3.050734032366596438e+01
1.300000000000000000e+01 2.600000000000000000e+01 3.058984515880064237e+01
1.300000000000000000e+01 2.700000000000000000e+01 3.066559664934758445e+01
1.300000000000000000e+01 2.800000000000000000e+01 3.073601626395107189e+01
1.300000000000000000e+01 2.900000000000000000e+01 3.080108670388052516e+01
1.400000000000000000e+01 0.000000000000000000e+00 -6.360731904735087028e+01
1.400000000000000000e+01 1.000000000000000000e+00 -6.265539682613668049e+01
1.400000000000000000e+01 2.000000000000000000e+00 -6.169431056363259103e+01
1.400000000000000000e+01 3.000000000000000000e+00 -6.069162354837968820e+01
1.400000000000000000e+01 4.000000000000000000e+00 -5.958789678981818838e+01
1.400000000000000000e+01 5.000000000000000000e+00 -5.824045755600241137e+01
1.400000000000000000e+01 6.000000000000000000e+00 -5.597405886160899513e+01
1.400000000000000000e+01 7.000000000000000000e+00 2.169923562486739854e+01
1.400000000000000000e+01 8.000000000000000000e+00 2.466190796519794048e+01
1.400000000000000000e+01 9.000000000000000000e+00 2.607595551448170212e+01
1.400000000000000000e+01 1.000000000000000000e+01 2.698313687555934948e+01
1.400000000000000000e+01 1.100000000000000000e+01 2.763551601267446145e+01
1.400000000000000000e+01 1.200000000000000000e+01 2.813958306452472513e+01
1.400000000000000000e+01 1.300000000000000000e+01 2.853826388448524654e+01
1.400000000000000000e+01 1.400000000000000000e+01 2.886859780375550955e+01
1.400000000000000000e+01 1.500000000000000000e+01 2.914704768676302749e+01
1.400000000000000000e+01 1.600000000000000000e+01 2.938513530256122053e+01
1.400000000000000000e+01 1.700000000000000000e+01 2.959104476902879455e+01
1.400000000000000000e+01 1.800000000000000000e+01 2.977123610122012565e+01
1.400000000000000000e+01 1.900000000000000000e+01 2.993008032190341794e+01
1.400000000000000000e+01 2.000000000000000000e+01 3.006954100259077478e+01
1.400000000000000000e+01 2.100000000000000000e+01 3.019718147045058743e+01
1.400000000000000000e+01 2.200000000000000000e+01 3.031083039107650379e+01
1.400000000000000000e+01 2.300000000000000000e+01 3.041819237800839915e+01
1.400000000000000000e+01 2.400000000000000000e+01 3.051266113290527926e+01
1.400000000000000000e+01 2.500000000000000000e+01 3.059882988929602732e+01
1.400000000000000000e+01 2.600000000000000000e+01 3.067882287796280139e+01
1.400000000000000000e+01 2.700000000000000000e+01 3.075127254026409318e+01
1.400000000000000000e+01 2.800000000000000000e+01 3.082013889911511839e+01
1.400000000000000000e+01 2.900000000000000000e+01 3.088206107973187997e+01
1.500000000000000000e+01 0.000000000000000000e+00 -6.334947825169992797e+01
1.500000000000000000e+01 1.000000000000000000e+00 -6.238519795587708927e+01
1.500000000000000000e+01 2.000000000000000000e+00 -6.140274802783310548e+01
1.500000000000000000e+01 3.000000000000000000e+00 -6.036283983255689378e+01
1.500000000000000000e+01 4.000000000000000000e+00 -5.918824017798623771e+01
1.500000000000000000e+01 5.000000000000000000e+00 -5.765862805435564553e+01
1.500000000000000000e+01 6.000000000000000000e+00 -5.249441227163573132e+01
1.500000000000000000e+01 7.000000000000000000e+00 2.319196817352895579e+01
1.500000000000000000e+01 8.000000000000000000e+00 2.532336187334515287e+01
1.500000000000000000e+01 9.000000000000000000e+00 2.650516840676861108e+01
1.500000000000000000e+01 1.000000000000000000e+01 2.730554872517398834e+01
1.500000000000000000e+01 1.100000000000000000e+01 2.789212018706916041e+01
1.500000000000000000e+01 1.200000000000000000e+01 2.835561305208604566e+01
1.500000000000000000e+01 1.300000000000000000e+01 2.872794664179876278e+01
1.500000000000000000e+01 1.400000000000000000e+01 2.903646875247447667e+01
1.500000000000000000e+01 1.500000000000000000e+01 2.929698787472139543e+01
1.500000000000000000e+01 1.600000000000000000e+01 2.952076073004274903e+01
1.500000000000000000e+01 1.700000000000000000e+01 2.971502119367178096e+01
1.500000000000000000e+01 1.800000000000000000e+01 2.988867845662217704e+01
1.500000000000000000e+01 1.900000000000000000e+01 3.004043690586694737e+01
1.500000000000000000e+01 2.000000000000000000e+01 3.017378908257792247e+01
1.500000000000000000e+01 2.100000000000000000e+01 3.029855637122573597e+01
1.500000000000000000e+01 2.200000000000000000e+01 3.040879592425969946e+01
1.500000000000000000e+01 2.300000000000000000e+01 3.050884426472413224e+01
1.500000000000000000e+01 2.400000000000000000e+01 3.059948060776985912e+01
1.500000000000000000e+01 2.500000000000000000e+01 3.068392287567171195e+01
1.500000000000000000e+01 2.600000000000000000e+01 3.075938477442328178e+01
1.500000000000000000e+01 2.700000000000000000e+01 3.083180984388808810e+01
1.500000000000000000e+01 2.800000000000000000e+01 3.089743740540874128e+01
1.500000000000000000e+01 2.900000000000000000e+01 3.095747349223142564e+01
1.600000000000000000e+01 0.000000000000000000e+00 -6.310370423782052285e+01
1.600000000000000000e+01 1.000000000000000000e+00 -6.212589011463334998e+01
1.600000000000000000e+01 2.000000000000000000e+00 -6.111998759978312989e+01
1.600000000000000000e+01 3.000000000000000000e+00 -6.003865447701713265e+01
1.600000000000000000e+01 4.000000000000000000e+00 -5.877561378354200627e+01
1.600000000000000000e+01 5.000000000000000000e+00 -5.696045962370010329e+01
1.600000000000000000e+01 6.000000000000000000e+00 1.969683251187516859e+01
1.600000000000000000e+01 7.000000000000000000e+00 2.416036217562450972e+01
1.600000000000000000e+01 8.000000000000000000e+00 2.584558158924929572e+01
1.600000000000000000e+01 9.000000000000000000e+00 2.686378053415101519e+01
1.600000000000000000e+01 1.000000000000000000e+01 2.757808901066978891e+01
1.600000000000000000e+01 1.100000000000000000e+01 2.811884399201135309e+01
1.600000000000000000e+01 1.200000000000000000e+01 2.854352274979756388e+01
1.600000000000000000e+01 1.300000000000000000e+01 2.889276290116704971e+01
1.600000000000000000e+01 1.400000000000000000e+01 2.918405699573715850e+01
1.600000000000000000e+01 1.500000000000000000e+01 2.943224142929404508e+01
1.600000000000000000e+01 1.600000000000000000e+01 2.964424642585436587e+01
1.600000000000000000e+01 1.700000000000000000e+01 2.983164195106415661e+01
1.600000000000000000e+01 1.800000000000000000e+01 2.999568378389578527e+01
1.600000000000000000e+01 1.900000000000000000e+01 3.014134037802773136e+01
1.600000000000000000e+01 2.000000000000000000e+01 3.027183159848250682e+01
1.600000000000000000e+01 2.100000000000000000e+01 3.038904053967107544e+01
1.600000000000000000e+01 2.200000000000000000e+01 3.049429266028277041e+01
1.600000000000000000e+01 2.300000000000000000e+01 3.059069668343143888e+01
1.600000000000000000e+01 2.400000000000000000e+01 3.068023012145787121e+01
1.600000000000000000e+01 2.500000000000000000e+01 3.076124603165348148e+01
1.600000000000000000e+01 2.600000000000000000e+01 3.083457540075696457e+01
1.600000000000000000e+01 2.700000000000000000e+01 3.090449798979000562e+01
1.600000000000000000e+01 2.800000000000000000e+01 3.096761882612754491e+01
1.600000000000000000e+01 2.900000000000000000e+01 3.102569954612476977e+01
1.700000000000000000e+01 0.000000000000000000e+00 -6.286733648931091523e+01
1.700000000000000000e+01 1.000000000000000000e+00 -6.187499929366161666e+01
1.700000000000000000e+01 2.000000000000000000e+00 -6.084276888754938284e+01
1.700000000000000000e+01 3.000000000000000000e+00 -5.971000497574021892e+01
1.700000000000000000e+01 4.000000000000000000e+00 -5.832972564750534161e+01
1.700000000000000000e+01 5.000000000000000000e+00 -5.600640172220660418e+01
1.700000000000000000e+01 6.000000000000000000e+00 2.193949753605381758e+01
1.700000000000000000e+01 7.000000000000000000e+00 2.486373599561684955e+01
1.700000000000000000e+01 8.000000000000000000e+00 2.626978551713997234e+01
1.700000000000000000e+01 9.000000000000000000e+00 2.717101907081826440e+01
1.700000000000000000e+01 1.000000000000000000e+01 2.781957868144342427e+01
1.700000000000000000e+01 1.100000000000000000e+01 2.831565429370034437e+01
1.700000000000000000e+01 1.200000000000000000e+01 2.871596478584765322e+01
1.700000000000000000e+01 1.300000000000000000e+01 2.904230265874106820e+01
1.700000000000000000e+01 1.400000000000000000e+01 2.931837961517813795e+01
1.700000000000000000e+01 1.500000000000000000e+01 2.955321966457019656e+01
1.700000000000000000e+01 1.600000000000000000e+01 2.975763420436415885e+01
1.700000000000000000e+01 1.700000000000000000e+01 2.993512687096832892e+01
1.700000000000000000e+01 1.800000000000000000e+01 3.009167936342053551e+01
1.700000000000000000e+01 1.900000000000000000e+01 3.023355085649916774e+01
1.700000000000000000e+01 2.000000000000000000e+01 3.035781205644107317e+01
1.700000000000000000e+01 2.100000000000000000e+01 3.047088921731667810e+01
1.700000000000000000e+01 2.200000000000000000e+01 3.057525627850838745e+01
1.700000000000000000e+01 2.300000000000000000e+01 3.066798294080854603e+01
1.700000000000000000e+01 2.400000000000000000e+01 3.075430627336549705e+01
1.700000000000000000e+01 2.500000000000000000e+01 3.083248681997043406e+01
1.700000000000000000e+01 2.600000000000000000e+01 3.090404880171541890e+01
1.700000000000000000e+01 2.700000000000000000e+01 3.097023908277873971e+01
1.700000000000000000e+01 2.800000000000000000e+01 3.103367447815179148e+01
1.700000000000000000e+01 2.900000000000000000e+01 3.108881116367173547e+01
1.800000000000000000e+01 0.000000000000000000e+00 -6.263694890687631300e+01
1.800000000000000000e+01 1.000000000000000000e+00 -6.162756954193073966e+01
1.800000000000000000e+01 2.000000000000000000e+00 -6.056495491959552879e+01
1.800000000000000000e+01 3.000000000000000000e+00 -5.937338702801436341e+01
1.800000000000000000e+01 4.000000000000000000e+00 -5.785033668561537468e+01
1.800000000000000000e+01 5.000000000000000000e+00 -5.395440687081584485e+01
1.800000000000000000e+01 6.000000000000000000e+00 2.319255880502881340e+01
1.800000000000000000e+01 7.000000000000000000e+00 2.541548077272816641e+01
1.800000000000000000e+01 8.000000000000000000e+00 2.662300090003878239e+01
1.800000000000000000e+01 9.000000000000000000e+00 2.743196365475656151e+01
1.800000000000000000e+01 1.000000000000000000e+01 2.802911667927239847e+01
1.800000000000000000e+01 1.100000000000000000e+01 2.849469942310427228e+01
1.800000000000000000e+01 1.200000000000000000e+01 2.886854694291086076e+01
1.800000000000000000e+01 1.300000000000000000e+01 2.917866798752826796e+01
1.800000000000000000e+01 1.400000000000000000e+01 2.943744754028407229e+01
1.800000000000000000e+01 1.500000000000000000e+01 2.966474124506099841e+01
1.800000000000000000e+01 1.600000000000000000e+01 2.985785269756171800e+01
1.800000000000000000e+01 1.700000000000000000e+01 3.003124970941841809e+01
1.800000000000000000e+01 1.800000000000000000e+01 3.018219127026784676e+01
1.800000000000000000e+01 1.900000000000000000e+01 3.031479690454582965e+01
1.800000000000000000e+01 2.000000000000000000e+01 3.043964366153319290e+01
1.800000000000000000e+01 2.100000000000000000e+01 3.054806933161053095e+01
1.800000000000000000e+01 2.200000000000000000e+01 3.064842225838490108e+01
1.800000000000000000e+01 2.300000000000000000e+01 3.073707025647710012e+01
1.800000000000000000e+01 2.400000000000000000e+01 3.081939589113219569e+01
1.800000000000000000e+01 2.500000000000000000e+01 3.089840629104489622e+01
1.800000000000000000e+01 2.600000000000000000e+01 3.096604731975959623e+01
1.800000000000000000e+01 2.700000000000000000e+01 3.103174691461772028e+01
1.800000000000000000e+01 2.800000000000000000e+01 3.109446221394547294e+01
1.800000000000000000e+01 2.900000000000000000e+01 3.114821450279179160e+01
1.900000000000000000e+01 0.000000000000000000e+00 -6.241436146284243591e+01
1.900000000000000000e+01 1.000000000000000000e+00 -6.138624338429535499e+01
1.900000000000000000e+01 2.000000000000000000e+00 -6.029014757668053193e+01
1.900000000000000000e+01 3.000000000000000000e+00 -5.903256741474015712e+01
1.900000000000000000e+01 4.000000000000000000e+00 -5.729427530262197621e+01
1.900000000000000000e+01 5.000000000000000000e+00 1.850641502860880294e+01
1.900000000000000000e+01 6.000000000000000000e+00 2.405337829712466657e+01
1.900000000000000000e+01 7.000000000000000000e+00 2.585883287226260308e+01
1.900000000000000000e+01 8.000000000000000000e+00 2.692646198626118803e+01
1.900000000000000000e+01 9.000000000000000000e+00 2.766275388503229138e+01
1.900000000000000000e+01 1.000000000000000000e+01 2.821731990360469311e+01
1.900000000000000000e+01 1.100000000000000000e+01 2.865017425338980672e+01
1.900000000000000000e+01 1.200000000000000000e+01 2.900504637493087046e+01
1.900000000000000000e+01 1.300000000000000000e+01 2.930068301844103473e+01
1.900000000000000000e+01 1.400000000000000000e+01 2.954809370213814290e+01
1.900000000000000000e+01 1.500000000000000000e+01 2.976506557248312745e+01
1.900000000000000000e+01 1.600000000000000000e+01 2.995242957572267173e+01
1.900000000000000000e+01 1.700000000000000000e+01 3.011751700383129560e+01
1.900000000000000000e+01 1.800000000000000000e+01 3.026306166861068192e+01
1.900000000000000000e+01 1.900000000000000000e+01 3.039391774499689802e+01
1.900000000000000000e+01 2.000000000000000000e+01 3.051339743150814954e+01
1.900000000000000000e+01 2.100000000000000000e+01 3.061858799437892031e+01
1.900000000000000000e+01 2.200000000000000000e+01 3.071574093458131216e+01
1.900000000000000000e+01 2.300000000000000000e+01 3.080375897696196574e+01
1.900000000000000000e+01 2.400000000000000000e+01 3.088410935645382693e+01
1.900000000000000000e+01 2.500000000000000000e+01 3.095982944681544424e+01
1.900000000000000000e+01 2.600000000000000000e+01 3.102721111533369225e+01
1.900000000000000000e+01 2.700000000000000000e+01 3.109178275981899375e+01
1.900000000000000000e+01 2.800000000000000000e+01 3.114985270586688415e+01
1.900000000000000000e+01 2.900000000000000000e+01 3.120577194924590003e+01
2.000000000000000000e+01 0.000000000000000000e+00 -6.219951743698489821e+01
2.000000000000000000e+01 1.000000000000000000e+00 -6.115136342562644955e+01
2.000000000000000000e+01 2.000000000000000000e+00 -6.001908428815539764e+01
2.000000000000000000e+01 3.000000000000000000e+00 -5.867522864516357117e+01
2.000000000000000000e+01 4.000000000000000000e+00 -5.662480562179218424e+01
2.000000000000000000e+01 5.000000000000000000e+00 2.116376022952433189e+01
2.000000000000000000e+01 6.000000000000000000e+00 2.470021740260721188e+01
2.000000000000000000e+01 7.000000000000000000e+00 2.623359029708067069e+01
2.000000000000000000e+01 8.000000000000000000e+00 2.718877908086888695e+01
2.000000000000000000e+01 9.000000000000000000e+00 2.786967657257984499e+01
2.000000000000000000e+01 1.000000000000000000e+01 2.838599068278530879e+01
2.000000000000000000e+01 1.100000000000000000e+01 2.879629605225552069e+01
2.000000000000000000e+01 1.200000000000000000e+01 2.913070201180491381e+01
2.000000000000000000e+01 1.300000000000000000e+01 2.941267343267065471e+01
2.000000000000000000e+01 1.400000000000000000e+01 2.965294815886322510e+01
2.000000000000000000e+01 1.500000000000000000e+01 2.985882075891461085e+01
2.000000000000000000e+01 1.600000000000000000e+01 3.004013328600441923e+01
2.000000000000000000e+01 1.700000000000000000e+01 3.019994237137537851e+01
2.000000000000000000e+01 1.800000000000000000e+01 3.033838604277888962e+01
2.000000000000000000e+01 1.900000000000000000e+01 3.046756307537813058e+01
2.000000000000000000e+01 2.000000000000000000e+01 3.058177925088976679e+01
2.000000000000000000e+01 2.100000000000000000e+01 3.068399560228700196e+01
2.000000000000000000e+01 2.200000000000000000e+01 3.077825250724553641e+01
2.000000000000000000e+01 2.300000000000000000e+01 3.086414436986588328e+01
2.000000000000000000e+01 2.400000000000000000e+01 3.094226059305743703e+01
2.000000000000000000e+01 2.500000000000000000e+01 3.101692330333415271e+01
2.000000000000000000e+01 2.600000000000000000e+01 3.108405510416744377e+01
2.000000000000000000e+01 2.700000000000000000e+01 3.114419343793068506e+01
2.000000000000000000e+01 2.800000000000000000e+01 3.120366947500246724e+01
2.000000000000000000e+01 2.900000000000000000e+01 3.125658194464881845e+01
2.100000000000000000e+01 0.000000000000000000e+00 -6.199206647320377073e+01
2.100000000000000000e+01 1.000000000000000000e+00 -6.092179103198044032e+01
2.100000000000000000e+01 2.000000000000000000e+00 -5.974416106586694752e+01
2.100000000000000000e+01 3.000000000000000000e+00 -5.829481583291827462e+01
2.100000000000000000e+01 4.000000000000000000e+00 -5.568389593877203225e+01
2.100000000000000000e+01 5.000000000000000000e+00 2.254409055079539570e+01
2.100000000000000000e+01 6.000000000000000000e+00 2.521231018811961988e+01
2.100000000000000000e+01 7.000000000000000000e+00 2.655136733474332900e+01
2.100000000000000000e+01 8.000000000000000000e+00 2.742143210546976917e+01
2.100000000000000000e+01 9.000000000000000000e+00 2.805084856081409939e+01
2.100000000000000000e+01 1.000000000000000000e+01 2.853767805657028589e+01
2.100000000000000000e+01 1.100000000000000000e+01 2.892651589357497599e+01
2.100000000000000000e+01 1.200000000000000000e+01 2.924495116277329387e+01
2.100000000000000000e+01 1.300000000000000000e+01 2.951597927187979309e+01
2.100000000000000000e+01 1.400000000000000000e+01 2.974612277576389019e+01
2.100000000000000000e+01 1.500000000000000000e+01 2.994541728243408230e+01
2.100000000000000000e+01 1.600000000000000000e+01 3.011953642505451612e+01
2.100000000000000000e+01 1.700000000000000000e+01 3.027378082280337068e+01
2.100000000000000000e+01 1.800000000000000000e+01 3.041261413170460770e+01
2.100000000000000000e+01 1.900000000000000000e+01 3.053326484513888417e+01
2.100000000000000000e+01 2.000000000000000000e+01 3.064494677528766076e+01
2.100000000000000000e+01 2.100000000000000000e+01 3.074451041314110356e+01
2.100000000000000000e+01 2.200000000000000000e+01 3.083892324198781409e+01
2.100000000000000000e+01 2.300000000000000000e+01 3.092213192957392920e+01
2.100000000000000000e+01 2.400000000000000000e+01 3.099972248534309216e+01
2.100000000000000000e+01 2.500000000000000000e+01 3.107004006022246401e+01
2.100000000000000000e+01 2.600000000000000000e+01 3.113573493124191671e+01
2.100000000000000000e+01 2.700000000000000000e+01 3.119614100159270009e+01
2.100000000000000000e+01 2.800000000000000000e+01 3.125273102295224348e+01
2.100000000000000000e+01 2.900000000000000000e+01 3.130473875573378706e+01
2.200000000000000000e+01 0.000000000000000000e+00 -6.178735912554756027e+01
2.200000000000000000e+01 1.000000000000000000e+00 -6.069142219283541806e+01
2.200000000000000000e+01 2.000000000000000000e+00 -5.946366433597175671e+01
2.200000000000000000e+01 3.000000000000000000e+00 -5.789168834390492435e+01
2.200000000000000000e+01 4.000000000000000000e+00 -5.339185089218410241e+01
2.200000000000000000e+01 5.000000000000000000e+00 2.346675772097106716e+01
2.200000000000000000e+01 6.000000000000000000e+00 2.563583285665456657e+01
2.200000000000000000e+01 7.000000000000000000e+00 2.682634340347233959e+01
2.200000000000000000e+01 8.000000000000000000e+00 2.762658906869248909e+01
2.200000000000000000e+01 9.000000000000000000e+00 2.821527973996391125e+01
2.200000000000000000e+01 1.000000000000000000e+01 2.867524206698947253e+01
2.200000000000000000e+01 1.100000000000000000e+01 2.904553512827493833e+01
2.200000000000000000e+01 1.200000000000000000e+01 2.935190412112412162e+01
2.200000000000000000e+01 1.300000000000000000e+01 2.961109831936180470e+01
2.200000000000000000e+01 1.400000000000000000e+01 2.983248935143440050e+01
2.200000000000000000e+01 1.500000000000000000e+01 3.002547025090067834e+01
2.200000000000000000e+01 1.600000000000000000e+01 3.019523710117206150e+01
2.200000000000000000e+01 1.700000000000000000e+01 3.034487910043294079e+01
2.200000000000000000e+01 1.800000000000000000e+01 3.047782395626121854e+01
2.200000000000000000e+01 1.900000000000000000e+01 3.059564320817109362e+01
2.200000000000000000e+01 2.000000000000000000e+01 3.070629189356514743e+01
2.200000000000000000e+01 2.100000000000000000e+01 3.080451638574484718e+01
2.200000000000000000e+01 2.200000000000000000e+01 3.089227462438648075e+01
2.200000000000000000e+01 2.300000000000000000e+01 3.097400115667685228e+01
2.200000000000000000e+01 2.400000000000000000e+01 3.105102226001756804e+01
2.200000000000000000e+01 2.500000000000000000e+01 3.111909750716882428e+01
2.200000000000000000e+01 2.600000000000000000e+01 3.118422292571586141e+01
2.200000000000000000e+01 2.700000000000000000e+01 3.124299042117029401e+01
2.200000000000000000e+01 2.800000000000000000e+01 3.129922447760523951e+01
2.200000000000000000e+01 2.900000000000000000e+01 3.135062806464607377e+01
2.300000000000000000e+01 0.000000000000000000e+00 -6.158617307109003747e+01
2.300000000000000000e+01 1.000000000000000000e+00 -6.046285071881830220e+01
2.300000000000000000e+01 2.000000000000000000e+00 -5.918042444625064036e+01
2.300000000000000000e+01 3.000000000000000000e+00 -5.743494226816391546e+01
2.300000000000000000e+01 4.000000000000000000e+00 1.828715398508438028e+01
2.300000000000000000e+01 5.000000000000000000e+00 2.415604787468675596e+01
2.300000000000000000e+01 6.000000000000000000e+00 2.599160829609135348e+01
2.300000000000000000e+01 7.000000000000000000e+00 2.706785477983816790e+01
2.300000000000000000e+01 8.000000000000000000e+00 2.780952930362376563e+01
2.300000000000000000e+01 9.000000000000000000e+00 2.836455504871710431e+01
2.300000000000000000e+01 1.000000000000000000e+01 2.879805501711467386e+01
2.300000000000000000e+01 1.100000000000000000e+01 2.915371302290716571e+01
2.300000000000000000e+01 1.200000000000000000e+01 2.944869821534709686e+01
2.300000000000000000e+01 1.300000000000000000e+01 2.969614677893356003e+01
2.300000000000000000e+01 1.400000000000000000e+01 2.991275708238786635e+01
2.300000000000000000e+01 1.500000000000000000e+01 3.009780725231253484e+01
2.300000000000000000e+01 1.600000000000000000e+01 3.026273856132292650e+01
2.300000000000000000e+01 1.700000000000000000e+01 3.040962487205405296e+01
2.300000000000000000e+01 1.800000000000000000e+01 3.054003872556959465e+01
2.300000000000000000e+01 1.900000000000000000e+01 3.065630690293379956e+01
2.300000000000000000e+01 2.000000000000000000e+01 3.076105294439762972e+01
2.300000000000000000e+01 2.100000000000000000e+01 3.085526146195342889e+01
2.300000000000000000e+01 2.200000000000000000e+01 3.094551202526520228e+01
2.300000000000000000e+01 2.300000000000000000e+01 3.102481119267853060e+01
2.300000000000000000e+01 2.400000000000000000e+01 3.109938597340541122e+01
2.300000000000000000e+01 2.500000000000000000e+01 3.116685474340362916e+01
2.300000000000000000e+01 2.600000000000000000e+01 3.123032149744076591e+01
2.300000000000000000e+01 2.700000000000000000e+01 3.128605713600174809e+01
2.300000000000000000e+01 2.800000000000000000e+01 3.134065803080371637e+01
2.300000000000000000e+01 2.900000000000000000e+01 3.139045181118553174e+01
2.400000000000000000e+01 0.000000000000000000e+00 -6.138949151260104742e+01
2.400000000000000000e+01 1.000000000000000000e+00 -6.023698485352323928e+01
2.400000000000000000e+01 2.000000000000000000e+00 -5.889294946876196946e+01
2.400000000000000000e+01 3.000000000000000000e+00 -5.691466827183376154e+01
2.400000000000000000e+01 4.000000000000000000e+00 2.078366624250787353e+01
2.400000000000000000e+01 5.000000000000000000e+00 2.469513406808493983e+01
2.400000000000000000e+01 6.000000000000000000e+00 2.629774076925680149e+01
2.400000000000000000e+01 7.000000000000000000e+00 2.728266383222330660e+01
2.400000000000000000e+01 8.000000000000000000e+00 2.797314158015090513e+01
2.400000000000000000e+01 9.000000000000000000e+00 2.850102184718442899e+01
2.400000000000000000e+01 1.000000000000000000e+01 2.891505053917402535e+01
2.400000000000000000e+01 1.100000000000000000e+01 2.925504082846850551e+01
2.400000000000000000e+01 1.200000000000000000e+01 2.953844239920817571e+01
2.400000000000000000e+01 1.300000000000000000e+01 2.977756669086071639e+01
2.400000000000000000e+01 1.400000000000000000e+01 2.998786617696349310e+01
2.400000000000000000e+01 1.500000000000000000e+01 3.016861994325822849e+01
2.400000000000000000e+01 1.600000000000000000e+01 3.032722909521980270e+01
2.400000000000000000e+01 1.700000000000000000e+01 3.047107781950919048e+01
2.400000000000000000e+01 1.800000000000000000e+01 3.059641729826164180e+01
2.400000000000000000e+01 1.900000000000000000e+01 3.070998941271321669e+01
2.400000000000000000e+01 2.000000000000000000e+01 3.081498542322615464e+01
2.400000000000000000e+01 2.100000000000000000e+01 3.090685637775582961e+01
2.400000000000000000e+01 2.200000000000000000e+01 3.099396678683972439e+01
2.400000000000000000e+01 2.300000000000000000e+01 3.107036500476456808e+01
2.400000000000000000e+01 2.400000000000000000e+01 3.114499173088975326e+01
2.400000000000000000e+01 2.500000000000000000e+01 3.121154639726447755e+01
2.400000000000000000e+01 2.600000000000000000e+01 3.127068684658969389e+01
2.400000000000000000e+01 2.700000000000000000e+01 3.133037515048608768e+01
2.400000000000000000e+01 2.800000000000000000e+01 3.138355376518630280e+01
2.400000000000000000e+01 2.900000000000000000e+01 3.143306668050391295e+01
2.500000000000000000e+01 0.000000000000000000e+00 -6.119743396432355098e+01
2.500000000000000000e+01 1.000000000000000000e+00 -6.001405484092971676e+01
2.500000000000000000e+01 2.000000000000000000e+00 -5.858864254310275754e+01
2.500000000000000000e+01 3.000000000000000000e+00 -5.625643232694800133e+01
2.500000000000000000e+01 4.000000000000000000e+00 2.212415422093709338e+01
2.500000000000000000e+01 5.000000000000000000e+00 2.514089470742309373e+01
2.500000000000000000e+01 6.000000000000000000e+00 2.656475279241555398e+01
2.500000000000000000e+01 7.000000000000000000e+00 2.747292049871500552e+01
2.500000000000000000e+01 8.000000000000000000e+00 2.812673239361323496e+01
2.500000000000000000e+01 9.000000000000000000e+00 2.862471746794868466e+01
2.500000000000000000e+01 1.000000000000000000e+01 2.902081082837874959e+01
2.500000000000000000e+01 1.100000000000000000e+01 2.934760815188097638e+01
2.500000000000000000e+01 1.200000000000000000e+01 2.962157410308767425e+01
2.500000000000000000e+01 1.300000000000000000e+01 2.985600193379966427e+01
2.500000000000000000e+01 1.400000000000000000e+01 3.005762002955282597e+01
